,Entreprise,Metier,Technologies,Diplome,Experience,Ville,Techlist
4420,RBC,Data scientist,python/tensorflow/r/big data,Phd,2.0,Marseille,"['python', 'tensorflow', 'r', 'big data']"
4421,Neurable,Data scientist,python/microsoft azure/r/sql,Phd,3.5,Nantes,"['python', 'microsoft azure', 'r', 'sql']"
4422,Wayfair,Lead data scientist,matlab/c/c++/python/scikit-learn,Bachelor,7.0,Paris,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
4423,UNKNOWN,Data scientist,c/c++/java/python,Master,0.0,Paris,"['c', 'c++', 'java', 'python']"
4424,Massachusetts General Hospital(MGH),Data architecte,hadoop/elasticsearch,Master,0.5,Strasbourg,"['hadoop', 'elasticsearch']"
4425,Autodesk,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,6.0,Lyon,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
4426,UNKNOWN,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,2.0,Paris,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
4427,Rue La La,Data scientist,excel/vba/r/python/pyspark,Phd,0.5,Paris,"['excel', 'vba', 'r', 'python', 'pyspark']"
4428,DigitasLBi,Data engineer,java/hadoop/hadoop/yarn,Phd,0.0,Lyon,"['java', 'hadoop', 'hadoop', 'yarn']"
4429,UNKNOWN,Data engineer,python/java/linux/gnu,Master,3.5,Paris,"['python', 'java', 'linux', 'gnu']"
4430,UNKNOWN,Data scientist,matlab/python/pyspark/scikit-learn/tensorflow,Phd,0.0,Lyon,"['matlab', 'python', 'pyspark', 'scikit-learn', 'tensorflow']"
4431,Liberty Mutual,Data engineer,aws/python/c/c++/docker,Phd,5.0,Lille,"['aws', 'python', 'c', 'c++', 'docker']"
4432,Cedars-Sinai,Data engineer,python/java/linux/gnu,Master,0.5,Marseille,"['python', 'java', 'linux', 'gnu']"
4433,QuantumBlack,Data architecte,elasticsearch/kibana/redshift,Master,3.0,Toulouse,"['elasticsearch', 'kibana', 'redshift']"
4434,Banks Environmental Data,Lead data scientist,c++/r/python/matlab/matplotlib,Master,3.5,Lille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
4435,"Two Sigma Investments, LLC.",Data scientist,excel/python/matlab/r/machine learning/anglais,Phd,0.5,Toulouse,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
4436,UNKNOWN,Data architecte,python/aws/docker,No diploma,2.0,Marseille,"['python', 'aws', 'docker']"
4437,BrightBytes,Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,No diploma,4.0,Lille,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
4438,UNKNOWN,Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,No diploma,7.0,Rennes,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
4439,UNKNOWN,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,No diploma,2.5,Lyon,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4440,UNKNOWN,Data engineer,hadoop/hive/sql/mariadb,Bachelor,4.0,Marseille,"['hadoop', 'hive', 'sql', 'mariadb']"
4441,"Jenzabar, Inc",Data architecte,hadoop/hive/vertica/tableau,Master,0.0,Paris,"['hadoop', 'hive', 'vertica', 'tableau']"
4442,Novetta,Data scientist,excel/vba/r/python/pyspark,Bachelor,0.5,Lyon,"['excel', 'vba', 'r', 'python', 'pyspark']"
4443,ViralGains Inc.,Data architecte,python/java/scala/mongodb,Master,3.5,Lyon,"['python', 'java', 'scala', 'mongodb']"
4444,ZestFinance,Data scientist,vba/python/excel/r,Phd,0.5,Marseille,"['vba', 'python', 'excel', 'r']"
4445,UNKNOWN,Data scientist,sql/r/python/big data,Master,3.0,Marseille,"['sql', 'r', 'python', 'big data']"
4446,University of Texas at Austin,Data architecte,python/java/scala/mongodb,Master,7.0,Paris,"['python', 'java', 'scala', 'mongodb']"
4447,Samsung Research America,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Phd,0.0,Rouen,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
4448,ASTA CRS,Data architecte,java/python/linux,Phd,3.0,Lyon,"['java', 'python', 'linux']"
4449,Schireson,Data scientist,sql/r/python/big data,Master,2.5,Lille,"['sql', 'r', 'python', 'big data']"
4450,Kintai Therapeutics,Data scientist,java/c/c++/r/python,Master,3.0,Paris,"['java', 'c', 'c++', 'r', 'python']"
4451,Wayfair,Data architecte,python/hadoop/kafka/aws,Master,1.0,Bordeaux,"['python', 'hadoop', 'kafka', 'aws']"
4452,Ball Aerospace,Data engineer,java/hadoop/hadoop/yarn,Master,3.0,Marseille,"['java', 'hadoop', 'hadoop', 'yarn']"
4453,Tempus,Data engineer,python/java/linux/gnu,No diploma,3.0,Toulon,"['python', 'java', 'linux', 'gnu']"
4454,Dana-Farber Cancer Institute,Lead data scientist,sql/r/python/big data,Phd,4.0,Marseille,"['sql', 'r', 'python', 'big data']"
4455,Nift Networks,Data architecte,cassandra/mongodb/nosql/aws,Bachelor,1.0,Grenoble,"['cassandra', 'mongodb', 'nosql', 'aws']"
4456,Jobspring Partners,Data scientist,spss/sql/teradata/r/python/tensorflow/scikit-learn,Master,1.5,Paris,"['spss', 'sql', 'teradata', 'r', 'python', 'tensorflow', 'scikit-learn']"
4457,Ball Aerospace,Lead data scientist,c++/r/python/matlab/matplotlib,Phd,7.0,Lille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
4458,Dana-Farber Cancer Institute,Data architecte,python/hadoop/kafka/aws,Master,8.0,Toulon,"['python', 'hadoop', 'kafka', 'aws']"
4459,ICF,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,4.0,Rennes,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4460,Novelis,Data engineer,java/linux/gnu/docker,Master,4.0,Lyon,"['java', 'linux', 'gnu', 'docker']"
4461,CapTech Consulting,Lead data scientist,r/python/hadoop/hive/sql,Phd,3.5,Marseille,"['r', 'python', 'hadoop', 'hive', 'sql']"
4462,CDK Global,Data engineer,c/c++/java/python/linux,Master,0.0,Paris,"['c', 'c++', 'java', 'python', 'linux']"
4463,UNKNOWN,Data scientist,matlab/python/c++/numpy/tensorflow/scikit-learn,Master,2.0,Lille,"['matlab', 'python', 'c++', 'numpy', 'tensorflow', 'scikit-learn']"
4464,McKinsey & Company,Lead data scientist,r/python/hadoop/hive/sql,Phd,4.0,Paris,"['r', 'python', 'hadoop', 'hive', 'sql']"
4465,UNKNOWN,Data architecte,python/hadoop/kafka/aws,Master,3.0,Toulouse,"['python', 'hadoop', 'kafka', 'aws']"
4466,Boston University,Data engineer,spark/python/scala,Master,12.0,Paris,"['spark', 'python', 'scala']"
4467,The NPD Group,Data engineer,elasticsearch/kibana/mongodb,Master,3.5,Nantes,"['elasticsearch', 'kibana', 'mongodb']"
4468,UnitedHealth Group,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Phd,3.5,Paris,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
4469,Broad Institute,Data scientist,r/machine learning/excel/vba,Master,3.5,Lyon,"['r', 'machine learning', 'excel', 'vba']"
4470,Ashton Lane Group,Data engineer,docker/postgresql/elasticsearch/kibana/mongodb,Master,3.5,Lille,"['docker', 'postgresql', 'elasticsearch', 'kibana', 'mongodb']"
4471,"Somalogic, Inc.",Lead data scientist,python/r/machine learning/excel/vba/c++,Master,4.0,Toulouse,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
4472,Boston Children's Hospital,Data engineer,java/hadoop/hadoop/yarn,Master,1.5,Rennes,"['java', 'hadoop', 'hadoop', 'yarn']"
4473,UNKNOWN,Data engineer,java/linux/gnu/docker,Master,0.5,Paris,"['java', 'linux', 'gnu', 'docker']"
4474,UNKNOWN,Data engineer,java/linux/gnu/docker,Bachelor,3.0,Toulouse,"['java', 'linux', 'gnu', 'docker']"
4475,Ball Aerospace,Data engineer,map-reduce/hadoop/pig/hbase/python/cassandra,Bachelor,3.5,Paris,"['map-reduce', 'hadoop', 'pig', 'hbase', 'python', 'cassandra']"
4476,UNKNOWN,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,1.5,Toulouse,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4477,Credibly,Data scientist,python/r/spark/hadoop/sql,Phd,5.0,Lyon,"['python', 'r', 'spark', 'hadoop', 'sql']"
4478,USC,Data scientist,python/r/machine learning/excel/vba/c++,Phd,2.5,Lyon,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
4479,ClimaCell,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.5,Paris,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
4480,UNKNOWN,Data scientist,r/python/sql/nosql/mongodb,Phd,1.5,Paris,"['r', 'python', 'sql', 'nosql', 'mongodb']"
4481,RecruiterDNA,Lead data scientist,python/tensorflow/r/big data,Phd,17.0,Toulouse,"['python', 'tensorflow', 'r', 'big data']"
4482,UNKNOWN,Lead data scientist,sql/r/python/big data,Phd,0.5,Lille,"['sql', 'r', 'python', 'big data']"
4483,UNKNOWN,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.5,Marseille,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4484,Ball Aerospace,Data scientist,r/machine learning/excel/vba,Phd,1.0,Bordeaux,"['r', 'machine learning', 'excel', 'vba']"
4485,UNKNOWN,Data scientist,c/c++/java/python,Master,1.0,Rennes,"['c', 'c++', 'java', 'python']"
4486,UNKNOWN,Lead data scientist,c/c++/java/python,Bachelor,3.5,Strasbourg,"['c', 'c++', 'java', 'python']"
4487,Harnham,Data scientist,r/python/hadoop/hive/sql,Master,2.5,Toulouse,"['r', 'python', 'hadoop', 'hive', 'sql']"
4488,Dana-Farber Cancer Institute,Data architecte,c/c++/java/python,Bachelor,0.5,Rennes,"['c', 'c++', 'java', 'python']"
4489,The Climate Corporation,Data architecte,docker/gnu/windows/linux/python,No diploma,1.5,Paris,"['docker', 'gnu', 'windows', 'linux', 'python']"
4490,UNKNOWN,Lead data scientist,java/c/c++/r/python,Phd,2.0,Paris,"['java', 'c', 'c++', 'r', 'python']"
4491,KPMG,Data architecte,elasticsearch/kibana/redshift,Bachelor,0.5,Lyon,"['elasticsearch', 'kibana', 'redshift']"
4492,Bank of America,Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,1.0,Paris,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
4493,Dematic,Lead data scientist,c++/r/python/matlab/matplotlib,Master,4.0,Lille,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
4494,Allstate,Data engineer,java/linux/gnu/docker,No diploma,2.0,Paris,"['java', 'linux', 'gnu', 'docker']"
4495,"MORI Associates, Inc",Data scientist,spss/excel/sas/r/machine learning/ai/scoring,Master,0.5,Marseille,"['spss', 'excel', 'sas', 'r', 'machine learning', 'ai', 'scoring']"
4496,UNKNOWN,Data scientist,python/r/spark/hadoop/sql,Phd,1.0,Rouen,"['python', 'r', 'spark', 'hadoop', 'sql']"
4497,Rue La La,Lead data scientist,excel/python/matlab/r/machine learning/anglais,Phd,0.5,Toulouse,"['excel', 'python', 'matlab', 'r', 'machine learning', 'anglais']"
4498,"Foundation Medicine, Inc.",Data scientist,r/machine learning/excel/vba,No diploma,1.5,Paris,"['r', 'machine learning', 'excel', 'vba']"
4499,BlueLabs Analytics,Data scientist,python/r/machine learning/excel/vba/c++,Master,1.0,Marseille,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
4500,Georgia State University,Data architecte,docker/gnu/windows/linux/python,Bachelor,5.0,Marseille,"['docker', 'gnu', 'windows', 'linux', 'python']"
4501,Accenture,Lead data scientist,sql/r/python/big data,Master,2.5,Marseille,"['sql', 'r', 'python', 'big data']"
4502,UNKNOWN,Data scientist,r/python/spark/pycharm/sas/sql,Master,1.5,Bordeaux,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
4503,UNKNOWN,Data engineer,python/java/linux/gnu,Master,2.5,Bordeaux,"['python', 'java', 'linux', 'gnu']"
4504,UNKNOWN,Lead data scientist,java/c/c++/r/python,Master,7.0,Lyon,"['java', 'c', 'c++', 'r', 'python']"
4505,UNKNOWN,Data architecte,elasticsearch/kibana/redshift,No diploma,1.0,Paris,"['elasticsearch', 'kibana', 'redshift']"
4506,NOKIA,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.0,Nice,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4507,UNKNOWN,Data architecte,java/aws/elasticsearch/kibana,No diploma,3.5,Nantes,"['java', 'aws', 'elasticsearch', 'kibana']"
4508,Signify,Data scientist,python/microsoft azure/r/sql,Master,4.0,Toulon,"['python', 'microsoft azure', 'r', 'sql']"
4509,NYU Langone Health,Data scientist,r/python/spark/pycharm/sas/sql,No diploma,1.5,Paris,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
4510,"Wiss, Janney, Elstner Associates",Data scientist,r/machine learning/excel/vba,Phd,1.5,Strasbourg,"['r', 'machine learning', 'excel', 'vba']"
4511,"Happy Faces Personnel Group, Inc.",Data architecte,python/java/scala/mongodb,Bachelor,0.5,Lille,"['python', 'java', 'scala', 'mongodb']"
4512,Darwin Recruitment,Lead data scientist,vba/python/excel/r,Master,5.0,Paris,"['vba', 'python', 'excel', 'r']"
4513,Lab126,Data scientist,r/python/spark/pycharm/sas/sql,Master,0.0,Paris,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
4514,Twitter,Data engineer,mariadb/mongodb/nosql/sql/hadoop/hive,Master,15.0,Marseille,"['mariadb', 'mongodb', 'nosql', 'sql', 'hadoop', 'hive']"
4515,Natera,Lead data scientist,python/r/machine learning/excel/vba/c++,Master,4.0,Lille,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
4516,Takeda Pharmaceutical,Data engineer,aws/python/c/c++/docker,Master,0.5,Lyon,"['aws', 'python', 'c', 'c++', 'docker']"
4517,Haley & Aldrich,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,1.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4518,Visa,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,2.5,Lyon,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4519,Georgia Tech Research Institute,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,1.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4520,STRIVR,Data scientist,python/r/machine learning/excel/vba/c++,Master,1.0,Strasbourg,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
4521,CCC Information Services Inc.,Data engineer,python/spark/gnu/linux,No diploma,1.5,Montpellier,"['python', 'spark', 'gnu', 'linux']"
4522,McKinsey & Company,Data engineer,python/spark/gnu/linux,No diploma,2.0,Lyon,"['python', 'spark', 'gnu', 'linux']"
4523,UNKNOWN,Data architecte,mongodb/sql/docker,Bachelor,0.5,Toulouse,"['mongodb', 'sql', 'docker']"
4524,UNKNOWN,Data engineer,java/hadoop/hadoop/yarn,No diploma,3.5,Lyon,"['java', 'hadoop', 'hadoop', 'yarn']"
4525,Harnham,Lead data scientist,spss/sql/teradata/r/python/tensorflow/scikit-learn,Master,8.0,Nantes,"['spss', 'sql', 'teradata', 'r', 'python', 'tensorflow', 'scikit-learn']"
4526,University of Texas at Austin,Lead data scientist,r/machine learning/excel/vba,Master,2.5,Montpellier,"['r', 'machine learning', 'excel', 'vba']"
4527,Discover Financial Services,Data scientist,c/c++/java/python,Master,0.0,Toulouse,"['c', 'c++', 'java', 'python']"
4528,Sanofi,Data scientist,python/tensorflow/scikit-learn/deep learning/r,Master,2.5,Paris,"['python', 'tensorflow', 'scikit-learn', 'deep learning', 'r']"
4529,UNKNOWN,Data architecte,hadoop/perl/gnu/linux,Master,1.0,Bordeaux,"['hadoop', 'perl', 'gnu', 'linux']"
4530,Displayr,Data architecte,mongodb/sql/docker,Bachelor,6.0,Marseille,"['mongodb', 'sql', 'docker']"
4531,Burst Inc.,Data scientist,r/python/sql/nosql/mongodb,Bachelor,2.0,Marseille,"['r', 'python', 'sql', 'nosql', 'mongodb']"
4532,Indigo,Lead data scientist,c++/r/python/matlab/matplotlib,Phd,3.0,Paris,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
4533,Ball Aerospace,Data architecte,java/linux/docker,Master,2.0,Bordeaux,"['java', 'linux', 'docker']"
4534,Robert Half Finance & Accounting,Data engineer,c/c++/java/python/linux,Master,2.0,Paris,"['c', 'c++', 'java', 'python', 'linux']"
4535,Natera,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,6.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4536,Karen Clark & Company,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,3.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4537,Delve,Data engineer,python/java/linux/gnu,Master,3.0,Lille,"['python', 'java', 'linux', 'gnu']"
4538,John Leonard,Data scientist,python/r/machine learning/excel/vba/c++,Master,2.5,Toulouse,"['python', 'r', 'machine learning', 'excel', 'vba', 'c++']"
4539,Wayfair,Data scientist,matlab/c/c++/python/scikit-learn,Phd,0.5,Rennes,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
4540,Ball Aerospace,Data architecte,elasticsearch/kibana/redshift,No diploma,3.0,Paris,"['elasticsearch', 'kibana', 'redshift']"
4541,UNKNOWN,Lead data scientist,sql/r/python/big data,Master,3.5,Bordeaux,"['sql', 'r', 'python', 'big data']"
4542,Cognition Financial Corporation,Data architecte,hadoop/hive/vertica/tableau,Master,3.0,Paris,"['hadoop', 'hive', 'vertica', 'tableau']"
4543,LogMeIn,Data architecte,spark/python,Master,15.0,Toulouse,"['spark', 'python']"
4544,Wayfair,Data scientist,r/python/spark/pycharm/sas/sql,Master,0.5,Lille,"['r', 'python', 'spark', 'pycharm', 'sas', 'sql']"
4545,Ball Aerospace,Data architecte,python/java/scala/mongodb,Master,4.0,Nantes,"['python', 'java', 'scala', 'mongodb']"
4546,UNKNOWN,Data engineer,python/spark/gnu/linux,Master,1.5,Lyon,"['python', 'spark', 'gnu', 'linux']"
4547,PillPack,Data engineer,hadoop/hive/sql/mariadb,Master,0.0,Nantes,"['hadoop', 'hive', 'sql', 'mariadb']"
4548,Motorola Solutions,Data architecte,python/java/scala/mongodb,Master,0.5,Rennes,"['python', 'java', 'scala', 'mongodb']"
4549,The Boston Consulting Group,Data scientist,python/pyspark/machine learning/microsoft azure,Master,3.5,Lyon,"['python', 'pyspark', 'machine learning', 'microsoft azure']"
4550,BlueLabs Analytics,Data architecte,spark/python,No diploma,2.0,Strasbourg,"['spark', 'python']"
4551,Cherokee Nation Businesses,Data scientist,java/c/c++/r/python,Master,0.5,Lyon,"['java', 'c', 'c++', 'r', 'python']"
4552,UNKNOWN,Data architecte,python/hadoop/kafka/aws,Bachelor,1.5,Lyon,"['python', 'hadoop', 'kafka', 'aws']"
4553,CACI,Data architecte,python/spark/hive/hadoop,Master,3.5,Lyon,"['python', 'spark', 'hive', 'hadoop']"
4554,BMO Financial Group,Data engineer,c/c++/java/python/linux,Bachelor,3.0,Toulouse,"['c', 'c++', 'java', 'python', 'linux']"
4555,23andMe,Data scientist,java/c/c++/r/python,Master,3.0,Montpellier,"['java', 'c', 'c++', 'r', 'python']"
4556,State Street,Data architecte,java/aws/elasticsearch/kibana,Master,0.5,Lyon,"['java', 'aws', 'elasticsearch', 'kibana']"
4557,The Goal Inc.,Data scientist,c++/r/python/matlab/matplotlib,Phd,2.0,Lyon,"['c++', 'r', 'python', 'matlab', 'matplotlib']"
4558,UNKNOWN,Data scientist,r/python/hadoop/hive/sql,Phd,3.0,Rouen,"['r', 'python', 'hadoop', 'hive', 'sql']"
4559,Cognitive Scale,Lead data scientist,python/microsoft azure/r/sql,Master,4.0,Marseille,"['python', 'microsoft azure', 'r', 'sql']"
4560,"iHeartMedia, Inc.",Data engineer,mongodb/mariadb/python/docker,Master,0.5,Paris,"['mongodb', 'mariadb', 'python', 'docker']"
4561,Georgia Tech Research Institute,Lead data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,1.5,Rennes,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4562,TRC,Data architecte,cassandra/mongodb/nosql/aws,Master,3.0,Paris,"['cassandra', 'mongodb', 'nosql', 'aws']"
4563,Ball Aerospace,Data scientist,python/r/spark/hadoop/sql,Phd,3.0,Lyon,"['python', 'r', 'spark', 'hadoop', 'sql']"
4564,UNKNOWN,Data scientist,vba/python/excel/r,Master,1.5,Bordeaux,"['vba', 'python', 'excel', 'r']"
4565,ZestFinance,Data engineer,elasticsearch/kibana/mongodb,Master,7.0,Lyon,"['elasticsearch', 'kibana', 'mongodb']"
4566,eviCore healthcare,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Phd,0.0,Paris,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4567,The Goal Inc.,Lead data scientist,sql/r/python/big data,Master,0.0,Marseille,"['sql', 'r', 'python', 'big data']"
4568,SciTec,Data architecte,python/hadoop/kafka/aws,No diploma,0.5,Lyon,"['python', 'hadoop', 'kafka', 'aws']"
4569,Freestar,Data scientist,matlab/c/c++/python/scikit-learn,Master,1.5,Lille,"['matlab', 'c', 'c++', 'python', 'scikit-learn']"
4570,Etsy,Data scientist,spss/sql/teradata/r/python/tensorflow/scikit-learn,Master,2.5,Paris,"['spss', 'sql', 'teradata', 'r', 'python', 'tensorflow', 'scikit-learn']"
4571,Brad's Deals,Data scientist,sas/teradata/sql/r/python/machine learning/anglais,Master,0.0,Toulouse,"['sas', 'teradata', 'sql', 'r', 'python', 'machine learning', 'anglais']"
4572,Ball Aerospace,Lead data scientist,python/microsoft azure/r/sql,Master,2.5,Nantes,"['python', 'microsoft azure', 'r', 'sql']"
4573,SpotHero,Data engineer,python/pyspark/spark,Master,4.0,Toulouse,"['python', 'pyspark', 'spark']"
